file,phenol_5_6_7,carbox_acid,benzoic_acid,thiol_thiophenol,aliphatic_alcohol,sec_amine_neg,heteorcyle_phen,alinine,primary_amine,tert_amine,sec_amine_sec_amine_ring,ring,aromatic,charge,hybridization,delta_tpsa,conjugate_acid,conjugate_base,exp_pKa (pKa)
1180,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(cc(c1)N(=O)=O)[NH3+:7],c1cc(cc(c1)N(=O)=O)[NH2:7],2.466
1182,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,c1ccc(cc1)[NH2+:13]c2ccccc2,c1ccc(cc1)[NH:13]c2ccccc2,0.79
1183,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,CCCOC(=O)c1ccc(cc1)[NH3+:11],CCCOC(=O)c1ccc(cc1)[NH2:11],2.487
1184,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CCC[NH2+:10]c1ccccc1,CCC[NH:10]c1ccccc1,4.79
1185,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,CCCc1ccccc1[NH3+:10],CCCc1ccccc1[NH2:10],4.36
1186,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(cc(c1)S(=O)(=O)N)[NH3+:7],c1cc(cc(c1)S(=O)(=O)N)[NH2:7],2.9
1187,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,Cc1cccc(c1[NH+:11](C)C)C,Cc1cccc(c1[N:11](C)C)C,4.3
1188,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,Cc1c(c(c(c(c1[NH3+:11])C)C)N(=O)=O)C,Cc1c(c(c(c(c1[NH2:11])C)C)N(=O)=O)C,2.36
1189,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(cc(c1)[NH3+:8])C(F)(F)F,c1cc(cc(c1)[NH2:8])C(F)(F)F,3.49
1190,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(ccc1C(F)(F)F)[NH3+:8],c1cc(ccc1C(F)(F)F)[NH2:8],2.45
1191,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,Cc1ccccc1[NH+:10](C)C,Cc1ccccc1[N:10](C)C,6.11
1192,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,Cc1cccc(c1)[NH+:10](C)C,Cc1cccc(c1)[N:10](C)C,5.344
1193,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CS(=O)(=O)c1cccc(c1)C(=O)[OH:12],CS(=O)(=O)c1cccc(c1)C(=O)[O-:12],3.52
1194,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,Cc1ccc(cc1)[NH+:10](C)C,Cc1ccc(cc1)[N:10](C)C,5.627
1195,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,Cc1cc(c(c(c1)C)[NH3+:10])C,Cc1cc(c(c(c1)C)[NH2:10])C,4.38
1196,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,Cc1cc(cc(c1C)C)[NH3+:10],Cc1cc(cc(c1C)C)[NH2:10],5.12
1197,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,C[Si](C)(C)c1cccc(c1)[NH3+:10],C[Si](C)(C)c1cccc(c1)[NH2:10],4.64
1198,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,C[Si](C)(C)c1ccc(cc1)[NH3+:10],C[Si](C)(C)c1ccc(cc1)[NH2:10],4.36
1200,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CS(=O)(=O)c1ccc(cc1)C(=O)[OH:12],CS(=O)(=O)c1ccc(cc1)C(=O)[O-:12],3.64
1204,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc2cc3c(cccc3[NH3+:15])cc2c1,c1ccc2cc3c(cccc3[NH2:15])cc2c1,4.1
1205,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc2c(c1)C(=O)c3cccc(c3C2=O)C(=O)[OH:19],c1ccc2c(c1)C(=O)c3cccc(c3C2=O)C(=O)[O-:19],3.37
1206,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)C(=O)[OH:19],c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)C(=O)[O-:19],3.42
1207,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(cc1)/N=N/c2ccc(cc2)[OH:15],c1ccc(cc1)/N=N/c2ccc(cc2)[O-:15],8.2
1208,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cc(c(c(c1)C)/N=N/c2c(cc(cc2C)[OH:20])C)C,Cc1cc(c(c(c1)C)/N=N/c2c(cc(cc2C)[O-:20])C)C,8.2
1209,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1ccc(cc1)CCCC[NH3+:11],c1ccc(cc1)CCCC[NH2:11],10.5
1210,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1cc(c(cc1CC[NH3+:9])O)O,c1cc(c(cc1CC[NH2:9])O)O,8.87
1211,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,CC[C@@H]([C@H](c1ccc(c(c1)O)O)O)[NH3+:11],CC[C@@H]([C@H](c1ccc(c(c1)O)O)O)[NH2:11],8.42
1214,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,C[C@H]([C@H](c1ccccc1)O)[NH3+:10],C[C@H]([C@H](c1ccccc1)O)[NH2:10],9.05
1215,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,C[C@H]([C@H](c1ccc(cc1)O)O)[NH3+:10],C[C@H]([C@H](c1ccc(cc1)O)O)[NH2:10],8.7
1216,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,CC(C)(c1ccccc1)[NH3+:10],CC(C)(c1ccccc1)[NH2:10],10.27
1217,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,C[Si](C)(C[NH3+:10])c1ccccc1,C[Si](C)(C[NH2:10])c1ccccc1,10.36
1219,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1ccc(cc1)CCC(CCc2ccccc2)[NH3+:18],c1ccc(cc1)CCC(CCc2ccccc2)[NH2:18],8.8
1220,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1ccc(cc1)CC(Cc2ccccc2)[NH3+:16],c1ccc(cc1)CC(Cc2ccccc2)[NH2:16],8
1221,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,C[C@H](Cc1ccc(c(c1)OC)OC)[NH3+:12],C[C@H](Cc1ccc(c(c1)OC)OC)[NH2:12],9.6
1222,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C)c1ccc(cc1)CC(=O)[OH:13],CC(C)c1ccc(cc1)CC(=O)[O-:13],4.39
1224,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,C[C@H](Cc1ccc(cc1)OC)[NH3+:11],C[C@H](Cc1ccc(cc1)OC)[NH2:11],9.99
1225,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,c1ccc(cc1)CCC[NH2+:25]C(CC2CCCCC2)CC3CCCCC3,c1ccc(cc1)CCC[NH:25]C(CC2CCCCC2)CC3CCCCC3,7.8
1226,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CC[NH+:14](CC)CCOC(=O)c1ccc(cc1)Br,CC[N:14](CC)CCOC(=O)c1ccc(cc1)Br,8.12
1227,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CC[NH+:14](CC)CCOC(=O)c1ccc(cc1)Cl,CC[N:14](CC)CCOC(=O)c1ccc(cc1)Cl,8.08
1228,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,c1ccc(cc1)C(=[NH2+:14])c2ccccc2Cl,[H]/[N:14]=C(\c1ccccc1)/c2ccccc2Cl,5.59
1229,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,c1ccc(cc1)C(=[NH2+:14])c2cccc(c2)Cl,[H]/[N:14]=C(\c1ccccc1)/c2cccc(c2)Cl,5.69
1230,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[C@H](Cc1ccccc1)[NH2+:14]CCC#N,C[C@H](Cc1ccccc1)[NH:14]CCC#N,7.23
1231,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,c1ccc(cc1)CCC[NH2+:25]C(Cc2ccccc2)Cc3ccccc3,c1ccc(cc1)CCC[NH:25]C(Cc2ccccc2)Cc3ccccc3,7.2
1232,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CC(C)[C@H]([C@@H](c1ccc(c(c1)O)O)O)[NH2+:15]C(C)C,CC(C)[C@H]([C@@H](c1ccc(c(c1)O)O)O)[NH:15]C(C)C,8.85
1233,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(cc1)C(c2ccccc2)C(=O)[OH:16],c1ccc(cc1)C(c2ccccc2)C(=O)[O-:16],3.94
1234,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[NH2+:10]C[C@@H](c1ccc(c(c1)O)O)O,C[NH:10]C[C@@H](c1ccc(c(c1)O)O)O,8.71
1235,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,c1ccc(cc1)[NH2+:15]C[C@@H](c2ccc(c(c2)O)O)O,c1ccc(cc1)[NH:15]C[C@@H](c2ccc(c(c2)O)O)O,8.85
1236,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CCC[NH2+:12]C[C@@H](c1ccc(c(c1)O)O)O,CCC[NH:12]C[C@@H](c1ccc(c(c1)O)O)O,8.57
1237,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[NH2+:10]CCc1ccc(c(c1)O)O,C[NH:10]CCc1ccc(c(c1)O)O,8.9
1238,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[C@H](Cc1ccc(c(c1)OC)OC)[NH2+:13]C,C[C@H](Cc1ccc(c(c1)OC)OC)[NH:13]C,9.81
1239,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,C[NH+:11](C)C[C@@H](c1ccc(cc1)O)O,C[N:11](C)C[C@@H](c1ccc(cc1)O)O,9.56
1240,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,C[C@H](Cc1ccccc1)[NH+:12](C)C,C[C@H](Cc1ccccc1)[N:12](C)C,9.4
1241,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)C(=O)[OH:22],c1ccc(cc1)C(c2ccccc2)(c3ccccc3)C(=O)[O-:22],3.96
1242,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,c1ccc(cc1)C(=[NH2+:14])c2ccccc2O,[H]/[N:14]=C(\c1ccccc1)/c2ccccc2O,5
1243,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,c1ccc(cc1)C(=[NH2+:14])c2cccc(c2)O,[H]/[N:14]=C(\c1ccccc1)/c2cccc(c2)O,5.08
1244,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CC(C)[NH2+:12]CC(=O)c1ccc(cc1)O,CC(C)[NH:12]CC(=O)c1ccc(cc1)O,7.53
1245,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[C@H]([C@H](c1ccccc1)O)[NH2+:11]C,C[C@H]([C@H](c1ccccc1)O)[NH:11]C,9.61
1247,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,COc1ccc(c(c1)OC)C(=[NH2+:16])c2ccccc2,[H]/[N:16]=C(\c1ccccc1)/c2ccc(cc2OC)OC,8.3
1248,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,Cc1ccc(c(c1)C)C(=[NH2+:16])c2ccccc2,[H]/[N:16]=C(\c1ccccc1)/c2ccc(cc2C)C,6.79
1249,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,Cc1ccc(c(c1)C(=[NH2+:16])c2ccccc2)C,[H]/[N:16]=C(\c1ccccc1)/c2cc(ccc2C)C,6.79
1250,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,Cc1cccc(c1C(=[NH2+:16])c2ccccc2)C,[H]/[N:16]=C(\c1ccccc1)/c2c(cccc2C)C,6.29
1251,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,Cc1cc(cc(c1)C(=[NH2+:16])c2ccccc2)C,[H]/[N:16]=C(\c1ccccc1)/c2cc(cc(c2)C)C,7.18
1252,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,COc1cccc(c1)C(=[NH2+:15])c2ccccc2,[H]/[N:15]=C(\c1ccccc1)/c2cccc(c2)OC,6.59
1253,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CC(C)[NH2+:12]CCc1ccccc1,CC(C)[NH:12]CCc1ccccc1,10.02
1254,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[NH2+:12]CCCCc1ccccc1,C[NH:12]CCCCc1ccccc1,10.8
1255,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[C@@H](C[NH2+:11]C)c1ccccc1,C[C@@H](C[NH:11]C)c1ccccc1,10.07
1257,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,c1ccc(cc1)C[NH2+:23]C(CC2CCCCC2)CC3CCCCC3,c1ccc(cc1)C[NH:23]C(CC2CCCCC2)CC3CCCCC3,7.7
1258,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,COc1ccc(cc1)C[NH2+:24]C(CC2CCCCC2)CC3CCCCC3,COc1ccc(cc1)C[NH:24]C(CC2CCCCC2)CC3CCCCC3,7.8
1259,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(cc1)CCCC(=O)[OH:12],c1ccc(cc1)CCCC(=O)[O-:12],4.76
1260,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,c1ccc(cc1)CC(Cc2ccccc2)[NH2+:23]Cc3ccc(cc3)Cl,c1ccc(cc1)CC(Cc2ccccc2)[NH:23]Cc3ccc(cc3)Cl,6.1
1261,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CCOc1cccc(c1)C[NH2+:25]C(Cc2ccccc2)Cc3ccccc3,CCOc1cccc(c1)C[NH:25]C(Cc2ccccc2)Cc3ccccc3,6.4
1262,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CC[NH+:12](CC)Cc1ccccc1,CC[N:12](CC)Cc1ccccc1,9.44
1264,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,COc1ccc(cc1OC)C[NH3+:10],COc1ccc(cc1OC)C[NH2:10],9.39
1265,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(cc1)/C=C/C(=O)[OH:11],c1ccc(cc1)/C=C/C(=O)[O-:11],4.45
1266,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,c1ccc(cc1)C[NH2+:22]CC(c2ccccc2)c3ccccc3,c1ccc(cc1)C[NH:22]CC(c2ccccc2)c3ccccc3,7.6
1267,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,COc1ccccc1C[NH3+:9],COc1ccccc1C[NH2:9],9.7
1268,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1cc2c(cc1C[NH3+:9])OCO2,c1cc2c(cc1C[NH2:9])OCO2,9.37
1269,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,C(c1c(c(c(c(c1F)F)F)F)F)[NH3+:8],C(c1c(c(c(c(c1F)F)F)F)F)[NH2:8],7.67
1270,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1ccc(c(c1)C[NH3+:8])S(=O)(=O)N,c1ccc(c(c1)C[NH2:8])S(=O)(=O)N,8.53
1271,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1ccccc1/C=C/C(=O)[OH:12],Cc1ccccc1/C=C/C(=O)[O-:12],4.49
1272,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1cc(ccc1C[NH3+:8])S(=O)(=O)N,c1cc(ccc1C[NH2:8])S(=O)(=O)N,8.52
1273,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc(cc1)c2ccccc2[NH3+:13],c1ccc(cc1)c2ccccc2[NH2:13],3.82
1274,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc(cc1)c2cccc(c2)[NH3+:13],c1ccc(cc1)c2cccc(c2)[NH2:13],4.25
1275,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc-2c(c1)Cc3c2cccc3[NH3+:14],c1ccc-2c(c1)Cc3c2cccc3[NH2:14],3.87
1276,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc-2c(c1)Cc3c2ccc(c3)[NH3+:14],c1ccc-2c(c1)Cc3c2ccc(c3)[NH2:14],4.64
1277,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc-2c(c1)Cc3c2c(ccc3)[NH3+:14],c1ccc-2c(c1)Cc3c2c(ccc3)[NH2:14],3.39
1278,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1ccc(cc1)/C=C/C(=O)[OH:12],Cc1ccc(cc1)/C=C/C(=O)[O-:12],4.56
1279,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1ccc2c(c1)CC(C2)[NH3+:10],c1ccc2c(c1)CC(C2)[NH2:10],9.57
1280,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1ccc2c(c1)C[C@H]([C@@H]2O)[NH3+:10],c1ccc2c(c1)C[C@H]([C@@H]2O)[NH2:10],8.13
1281,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,c1ccc2c(c1)CC[C@@H]2[NH2+:19][C@H]3CCc4c3cccc4,c1ccc2c(c1)CC[C@@H]2[NH:19][C@H]3CCc4c3cccc4,6.46
1282,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[C@@H](c1ccccc1)[NH2+:18][C@H]2CCc3c2cccc3,C[C@@H](c1ccccc1)[NH:18][C@H]2CCc3c2cccc3,6.87
1285,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,c1ccc(cc1)[NH2+:16][C@H]2CCc3c2cccc3,c1ccc(cc1)[NH:16][C@H]2CCc3c2cccc3,1.8
1287,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,Cc1cccc(c1)[NH2+:17][C@H]2CCc3c2cccc3,Cc1cccc(c1)[NH:17][C@H]2CCc3c2cccc3,2.49
1289,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc2c(c1)cccc2[NH3+:11],c1ccc2c(c1)cccc2[NH2:11],3.92
1290,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc2cc(ccc2c1)[NH3+:11],c1ccc2cc(ccc2c1)[NH2:11],4.16
1291,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc2c(c1)cc(cc2[NH3+:11])Cl,c1ccc2c(c1)cc(cc2[NH2:11])Cl,2.69
1292,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc2cc(ccc2c(c1)[NH3+:11])Cl,c1cc2cc(ccc2c(c1)[NH2:11])Cl,3.48
1293,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc2ccc(cc2c(c1)[NH3+:11])Cl,c1cc2ccc(cc2c(c1)[NH2:11])Cl,3.48
1294,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc2c(c1)cc(cc2Cl)[NH3+:11],c1ccc2c(c1)cc(cc2Cl)[NH2:11],3.38
1295,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(cc2c1ccc(c2)Cl)[NH3+:11],c1cc(cc2c1ccc(c2)Cl)[NH2:11],3.71
1296,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc2c(c1)cc(cc2[NH3+:11])I,c1ccc2c(c1)cc(cc2[NH2:11])I,2.82
1297,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,COc1cc2ccccc2c(c1)[NH3+:12],COc1cc2ccccc2c(c1)[NH2:12],3.26
1298,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,COc1ccc2c(c1)cccc2[NH3+:12],COc1ccc2c(c1)cccc2[NH2:12],3.9
1299,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,COc1ccc2cccc(c2c1)[NH3+:12],COc1ccc2cccc(c2c1)[NH2:12],4.07
1300,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,COc1cc(cc2c1cccc2)[NH3+:12],COc1cc(cc2c1cccc2)[NH2:12],4.05
1301,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,COc1ccc2cc(ccc2c1)[NH3+:12],COc1ccc2cc(ccc2c1)[NH2:12],4.64
1302,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,COC(=O)c1cc2ccccc2c(c1)[NH3+:13],COC(=O)c1cc2ccccc2c(c1)[NH2:13],3.12
1303,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc2c(c1)c(ccc2N(=O)=O)[NH3+:11],c1ccc2c(c1)c(ccc2N(=O)=O)[NH2:11],0.54
1304,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc2c(cccc2N(=O)=O)c(c1)[NH3+:11],c1cc2c(cccc2N(=O)=O)c(c1)[NH2:11],2.73
1305,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc2cc(ccc2c(c1)[NH3+:11])N(=O)=O,c1cc2cc(ccc2c(c1)[NH2:11])N(=O)=O,2.89
1306,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc2ccc(cc2c(c1)[NH3+:11])N(=O)=O,c1cc2ccc(cc2c(c1)[NH2:11])N(=O)=O,2.55
1307,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc2c(c1)ccc(c2N(=O)=O)[NH3+:11],c1ccc2c(c1)ccc(c2N(=O)=O)[NH2:11],-0.85
1308,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc2cc(c(cc2c1)[NH3+:11])N(=O)=O,c1ccc2cc(c(cc2c1)[NH2:11])N(=O)=O,1.48
1309,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1ccc2c(c1)cc(cc2N(=O)=O)[NH3+:11],c1ccc2c(c1)cc(cc2N(=O)=O)[NH2:11],2.43
1311,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc(cc2c1cc(cc2)N(=O)=O)[NH3+:11],c1cc(cc2c1cc(cc2)N(=O)=O)[NH2:11],2.62
1312,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc2ccc(cc2c(c1)N(=O)=O)[NH3+:11],c1cc2ccc(cc2c(c1)N(=O)=O)[NH2:11],2.73
1313,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1ccc2c(c1)CCC[C@H]2[NH3+:11],c1ccc2c(c1)CCC[C@H]2[NH2:11],9.63
1314,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1ccc2c(c1)CC[C@H](C2)[NH3+:11],c1ccc2c(c1)CC[C@H](C2)[NH2:11],9.93
1315,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc2c(c(c1)[NH3+:11])CCCC2,c1cc2c(c(c1)[NH2:11])CCCC2,4.47
1316,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.62,c1cc2c(cc1[NH3+:11])CCCC2,c1cc2c(cc1[NH2:11])CCCC2,5.17
1317,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CCCC[N@H+:16](C)[C@@H]1CCc2ccccc2C1,CCCC[N@:16](C)[C@@H]1CCc2ccccc2C1,9.71
1318,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,C[NH+:13](C)c1cccc2c1cccc2,C[N:13](C)c1cccc2c1cccc2,4.83
1320,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CC[NH2+:13]c1cccc2c1cccc2,CC[NH:13]c1cccc2c1cccc2,4.19
1321,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,C[NH2+:12]c1cccc2c1cccc2,C[NH:12]c1cccc2c1cccc2,3.67
1322,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CCC[N@H+:15](C)[C@@H]1CCc2ccccc2C1,CCC[N@:15](C)[C@@H]1CCc2ccccc2C1,9.83
1324,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4.58,C1CCC[NH2+:7]CC1,C1CCC[NH:7]CC1,11.1
1325,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,-5.33,C1C[NH2+:3]1,C1C[NH:3]1,8
1326,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(c(c1)CC(=O)[OH:10])Cl,c1ccc(c(c1)CC(=O)[O-:10])Cl,4.07
1327,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.43,CC[C@@H]1C[N@H+:7]1CC,CC[C@@H]1C[N@:7]1CC,8.18
1329,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,-5.33,C[C@H]1[C@@H]([NH2+:5]1)C,C[C@H]1[C@@H]([NH:5]1)C,8.7
1331,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.43,CC[NH+:7]1[C@@H]([C@@H]1C)C,CC[N:7]1[C@@H]([C@@H]1C)C,8.56
1332,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.43,C[NH+:4]1CC1,C[N:4]1CC1,7.9
1333,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,CC(C)(C)[N@@H+:13]1CCC[C@H](C(=O)CCC1)O,CC(C)(C)[N@@:13]1CCC[C@H](C(=O)CCC1)O,7.6
1334,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(cc(c1)Cl)CC(=O)[OH:10],c1cc(cc(c1)Cl)CC(=O)[O-:10],4.14
1335,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,CC[N@@H+:11]1CCC[C@H](C(=O)CCC1)O,CC[N@@:11]1CCC[C@H](C(=O)CCC1)O,9.2
1338,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(ccc1CC(=O)[OH:10])Cl,c1cc(ccc1CC(=O)[O-:10])Cl,4.19
1339,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4.58,C[C@@H]1C[C@@H](CC([NH2+:15]1)(C)C)Oc2ccccc2,C[C@@H]1C[C@@H](CC([NH:15]1)(C)C)Oc2ccccc2,9.54
1340,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,CCCC[NH+:10]1CCCCC1,CCCC[N:10]1CCCCC1,10.43
1342,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,C[C@@H]1CCCC[N@H+:8]1C,C[C@@H]1CCCC[N@:8]1C,10.22
