file,phenol_5_6_7,carbox_acid,benzoic_acid,thiol_thiophenol,aliphatic_alcohol,sec_amine_neg,heteorcyle_phen,alinine,primary_amine,tert_amine,sec_amine_sec_amine_ring,ring,aromatic,charge,hybridization,delta_tpsa,conjugate_acid,conjugate_base,exp_pKa (pKa)
1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,38.8,CC(=O)c1ccc(cc1)[SH:10],CC(=O)c1ccc(cc1)[S-:10],5.33
2,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,38.8,C([C@H]([C@H]([C@@H]([C@H](C[SH:12])O)O)O)O)O,C([C@H]([C@H]([C@@H]([C@H](C[S-:12])O)O)O)O)O,9.35
3,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,C(C(F)F)[OH:3],C(C(F)F)[O-:3],13.11
4,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,C(CF)[OH:3],C(CF)[O-:3],14.2
5,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,38.8,CS(=O)(=O)CC[SH:6],CS(=O)(=O)CC[S-:6],7.9
6,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cc(ccc1[OH:8])Cl,Cc1cc(ccc1[O-:8])Cl,9.71
7,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,38.8,c1cc(cc(c1)Cl)[SH:7],c1cc(cc(c1)Cl)[S-:7],5.78
8,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,38.8,COc1cccc(c1)[SH:9],COc1cccc(c1)[S-:9],6.39
10,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,38.8,c1cc(ccc1[SH:7])Br,c1cc(ccc1[S-:7])Br,6.02
11,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CCCc1ccc(cc1)[OH:10],CCCc1ccc(cc1)[O-:10],10.34
12,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,C=CC[OH:4],C=CC[O-:4],15.52
13,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,-2.07,COc1cc(nc(n1)NC(=O)[NH:20]S(=O)(=O)Cc2ccccc2C(=O)OC)OC,COc1cc(nc(n1)NC(=O)[N-:20]S(=O)(=O)Cc2ccccc2C(=O)OC)OC,5.2
14,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,3,-2.07,CC(C)N1C(=O)c2ccccc2[NH:11]S1(=O)=O,CC(C)N1C(=O)c2ccccc2[N-:11]S1(=O)=O,3.3
15,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)Nc3ccc(c4c3cccc4)OCC[NH+:34]5CCOCC5,Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)Nc3ccc(c4c3cccc4)OCC[N:34]5CCOCC5,6.41
16,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,CCC[N@@H+:18]1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,CCC[N@@:18]1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,8.07
17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,Cc1cc(ccc1OCC(=O)[O-])C[N@@H+:26](CC(=O)Nc2ccc(cc2Cl)Cl)C3CCCCC3,Cc1cc(ccc1OCC(=O)[O-])C[N@@:26](CC(=O)Nc2ccc(cc2Cl)Cl)C3CCCCC3,6.7
18,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cc(ccc1OCC(=O)[OH:29])C[N@@H+](CC(=O)Nc2ccc(cc2Cl)Cl)C3CCCCC3,Cc1cc(ccc1OCC(=O)[O-:29])C[N@@H+](CC(=O)Nc2ccc(cc2Cl)Cl)C3CCCCC3,2.9
20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,C[NH+:21](C)CCCN1c2ccccc2CCc3c1cccc3,C[N:21](C)CCCN1c2ccccc2CCc3c1cccc3,9.45
21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,COc1ccc(c(c1)[C@H](CNC(=O)C[NH3+:13])O)OC,COc1ccc(c(c1)[C@H](CNC(=O)C[NH2:13])O)OC,7.59
22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CC[NH+:23](CC)CC#CCOC(=O)[C@](c1ccccc1)(C2CCCCC2)O,CC[N:23](CC)CC#CCOC(=O)[C@](c1ccccc1)(C2CCCCC2)O,7.5
23,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,C[NH+:17](C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O,C[N:17](C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O,8.3
24,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)[NH+:18]3CCOCC3,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)[N:18]3CCOCC3,6.81
25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.25,Cc1[nH+:7]cc(n1CCO)N(=O)=O,Cc1[n:7]cc(n1CCO)N(=O)=O,2.51
26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCC[NH3+:22],CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCC[NH2:22],8.6
28,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,Cc1cc(ccc1OCC(=O)[O-])C[N@H+:26]2Cc3ccccc3[C@@H]2C(=O)Nc4ccc(cc4Cl)Cl,Cc1cc(ccc1OCC(=O)[O-])C[N@:26]2Cc3ccccc3[C@@H]2C(=O)Nc4ccc(cc4Cl)Cl,5.6
29,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cc(ccc1OCC(=O)[OH:30])C[N@H+]2Cc3ccccc3[C@@H]2C(=O)Nc4ccc(cc4Cl)Cl,Cc1cc(ccc1OCC(=O)[O-:30])C[N@H+]2Cc3ccccc3[C@@H]2C(=O)Nc4ccc(cc4Cl)Cl,3.1
30,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@@H]4CC[N@H+:22]3C[C@@H]4C=C)O,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@@H]4CC[N@:22]3C[C@@H]4C=C)O,8.8
31,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1.61,c1cc(ccc1C#N)C(=O)N2CCC3(CC2)Nc4c(ccc(c4C(=[NH+:22]3)N)F)F,c1cc(ccc1C#N)C(=O)N2CCC3(CC2)Nc4c(ccc(c4C(=[N:22]3)N)F)F,8.15
32,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(cc1)/C(=C/C(=O)[OH:12])/C(F)(F)F,c1ccc(cc1)/C(=C/C(=O)[O-:12])/C(F)(F)F,2.41
33,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,-2.07,CCC(CC)NC(=O)c1c(n(nn1)c2ccccc2)[NH:25]S(=O)(=O)c3ccc(cc3)C,CCC(CC)NC(=O)c1c(n(nn1)c2ccccc2)[N-:25]S(=O)(=O)c3ccc(cc3)C,3.3
34,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,-2.07,CCC(CC)n1c(c(c(n1)C)C(=O)N[C@@H](C)C(C)(C)C)[NH:26]S(=O)(=O)c2ccc(cc2)C,CCC(CC)n1c(c(c(n1)C)C(=O)N[C@@H](C)C(C)(C)C)[N-:26]S(=O)(=O)c2ccc(cc2)C,4.6
35,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,-2.07,Cc1c(c(n(n1)C2CCOCC2)[NH:28]S(=O)(=O)c3ccc(cc3)C4CC4)C(=O)N[C@@H](C)C(C)(C)C,Cc1c(c(n(n1)C2CCOCC2)[N-:28]S(=O)(=O)c3ccc(cc3)C4CC4)C(=O)N[C@@H](C)C(C)(C)C,5
36,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,1.69,c1cc(ccc1c2n[nH:28]nn2)C(=O)N3CCC(CC3)[NH+]4CCC(CC4)Oc5ccc(c(c5)Cl)Cl,c1cc(ccc1c2n[n-:28]nn2)C(=O)N3CCC(CC3)[NH+]4CCC(CC4)Oc5ccc(c(c5)Cl)Cl,3.6
37,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,c1ccc(cc1)S(=O)(=O)[N-]C(=O)N2CCC(CC2)[NH+:25]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,c1ccc(cc1)S(=O)(=O)[N-]C(=O)N2CCC(CC2)[N:25]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,8.1
38,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,-2.07,c1ccc(cc1)S(=O)(=O)[NH:26]C(=O)N2CCC(CC2)[NH+]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,c1ccc(cc1)S(=O)(=O)[N-:26]C(=O)N2CCC(CC2)[NH+]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,3.3
39,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,CC(C)N1CC[NH+:31](CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,CC(C)N1CC[N:31](CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,8.26
40,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,CC(C)[NH+:32]1CCN(CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,CC(C)[N:32]1CCN(CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,8.26
41,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,1.69,C[C@H](CO)Nc1c2ccc(=O)[nH:20]c2nc(n1)SCc3cccc(c3F)F,C[C@H](CO)Nc1c2ccc(=O)[n-:20]c2nc(n1)SCc3cccc(c3F)F,10.5
43,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.25,Cc1[nH]cc[nH+:5]1,Cc1[nH]cc[n:5]1,7.8
44,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.25,c1ccc2c(c1)[nH]c([nH+:8]2)N,c1ccc2c(c1)[nH]c([n:8]2)N,7.2
45,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1.61,c1cc2cccc3c2c(c1)NC(=[NH+:12]3)N,c1cc2cccc3c2c(c1)NC(=[N:12]3)N,7.6
46,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1cc(c(c2c1[C@@H](C2)C[NH3+:10])O)O,c1cc(c(c2c1[C@@H](C2)C[NH2:10])O)O,8.5
47,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(c(c2c1[C@@H](C2)C[NH3+])O)[OH:11],c1cc(c(c2c1[C@@H](C2)C[NH3+])O)[O-:11],10.4
48,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(c(c2c1[C@@H](C2)C[NH3+])[OH:12])O,c1cc(c(c2c1[C@@H](C2)C[NH3+])[O-:12])O,10.4
49,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.25,c1ccc2c(c1)nc(o2)SCc3cccc[nH+:14]3,c1ccc2c(c1)nc(o2)SCc3cccc[n:14]3,4.3
50,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1.61,c1ccc2c(c1)C(=[NH+:13][C@@H](N2)c3ccco3)N,c1ccc2c(c1)C(=[N:13][C@@H](N2)c3ccco3)N,9.13
51,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.25,Cc1c(c([nH+:22][nH]1)C)Cc2c(c3c(=O)n(c(=O)n(c3s2)CC(C)C)C)C(=O)N4C[C@@H](CO4)O,Cc1c(c([n:22][nH]1)C)Cc2c(c3c(=O)n(c(=O)n(c3s2)CC(C)C)C)C(=O)N4C[C@@H](CO4)O,3.4
52,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,1.69,C[C@H](CO)Nc1c2c([nH:18]c(=O)s2)nc(n1)SCc3ccccc3,C[C@H](CO)Nc1c2c([n-:18]c(=O)s2)nc(n1)SCc3ccccc3,7
53,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,C[N@@H+:18]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,C[N@@:18]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,8.92
54,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4.58,c1cnc(c(c1C(=O)NCC23CC4CC(C2)CC(C4)C3)Cl)N5CC[NH2+:23]CC5,c1cnc(c(c1C(=O)NCC23CC4CC(C2)CC(C4)C3)Cl)N5CC[NH:23]CC5,8.7
55,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.25,Cc1cc[nH+:7]c(c1N)N,Cc1cc[n:7]c(c1N)N,7.2
56,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CC[NH+:16](CC)CCNC(=O)c1ccc(cc1)N,CC[N:16](CC)CCNC(=O)c1ccc(cc1)N,9.29
57,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1.61,c1ccc2c(c1)cccc2CC3=[NH+:15]CCN3,c1ccc2c(c1)cccc2CC3=[N:15]CCN3,10.3
58,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CC(C)[NH2+:17]C[C@H](COc1ccc(cc1)CCC(=O)OC)O,CC(C)[NH:17]C[C@H](COc1ccc(cc1)CCC(=O)OC)O,9.5
59,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,C[NH+:23]1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,C[N:23]1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,7.88
60,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.2,CN1CC[NH+:24](CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,CN1CC[N:24](CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,7.88
61,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,3,-2.07,C[NH+:23]1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,C[NH+:23]1CCN(CC1)CC(=O)N2c3ccccc3C(=O)[N-]c4c2nccc4,10.71
62,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,3,-2.07,CN1CC[NH+:24](CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,CN1CC[NH+:24](CC1)CC(=O)N2c3ccccc3C(=O)[N-]c4c2nccc4,10.71
63,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,C(C(=O)N[OH:5])Cl,C(C(=O)N[O-:5])Cl,8.4
64,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[C@H](CCC(=O)[OH:26])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,C[C@H](CCC(=O)[O-:26])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,4.98
65,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH3+:20])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH2:20])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,9.1
66,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[OH:23])C4CC4,c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-:23])C4CC4,5.77
67,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(nc(c1Cl)C(=O)[OH:9])Cl,c1cc(nc(c1Cl)C(=O)[O-:9])Cl,2.32
68,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C/C(=N\NC(=O)Nc1cc(cc(c1)F)F)/c2c(cccn2)C(=O)[OH:22],C/C(=N\NC(=O)Nc1cc(cc(c1)F)F)/c2c(cccn2)C(=O)[O-:22],3.18
69,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC[C@H](C)c1cc(cc(c1[OH:17])N(=O)=O)N(=O)=O,CC[C@H](C)c1cc(cc(c1[O-:17])N(=O)=O)N(=O)=O,4.62
70,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,-2.07,CCOc1nc(nc(n1)NC(=O)[NH:21]S(=O)(=O)c2ccccc2C(=O)OC)NC,CCOc1nc(nc(n1)NC(=O)[N-:21]S(=O)(=O)c2ccccc2C(=O)OC)NC,4.2
71,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,-2.07,COc1cc(nc(n1)NC(=O)[NH:20]S(=O)(=O)c2c(ccc(n2)C(F)(F)F)C(=O)OC)OC,COc1cc(nc(n1)NC(=O)[N-:20]S(=O)(=O)c2c(ccc(n2)C(F)(F)F)C(=O)OC)OC,4.9
72,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C/C=C\c1ccc(c(c1)OC)[OH:11],C/C=C\c1ccc(c(c1)OC)[O-:11],9.88
73,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,38.8,C(C[SH:4])O,C(C[S-:4])O,9.72
74,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,COCC[OH:4],COCC[O-:4],14.82
75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CCCC[NH2+:6]C,CCCC[NH:6]C,10.9
76,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,38.8,CC(=O)NCC[SH:7],CC(=O)NCC[S-:7],9.92
78,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,CC(C)(C)C[OH:6],CC(C)(C)C[O-:6],16.04
79,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C)c1ccc(cc1)[OH:10],CC(C)c1ccc(cc1)[O-:10],10.24
80,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,c1ccc(cc1)CC(=O)N[OH:11],c1ccc(cc1)CC(=O)N[O-:11],9.19
81,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,c1ccc(cc1)CC[OH:9],c1ccc(cc1)CC[O-:9],15.48
83,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cc2ccc(c(c2nc1)C(=O)[OH:14])Cl,Cc1cc2ccc(c(c2nc1)C(=O)[O-:14])Cl,3.96
84,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4.58,C[C@@H]1CN(C[C@@H]([NH2+:20]1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)[O-])C4CC4)N)F,C[C@@H]1CN(C[C@@H]([NH:20]1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)[O-])C4CC4)N)F,8.94
85,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[C@@H]1CN(C[C@@H]([NH2+]1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)[OH:26])C4CC4)N)F,C[C@@H]1CN(C[C@@H]([NH2+]1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)[O-:26])C4CC4)N)F,6.31
86,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1c(cc(c(c1Cl)[OH:7])Cl)Cl,c1c(cc(c(c1Cl)[O-:7])Cl)Cl,6.23
87,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(c(cc1Cl)[OH:7])Cl,c1cc(c(cc1Cl)[O-:7])Cl,7.51
88,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1c(cc(c(c1Cl)[OH:7])Cl)Br,c1c(cc(c(c1Cl)[O-:7])Cl)Br,6.21
89,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1c(cc(cc1Cl)Cl)C(=O)[OH:9],c1c(cc(cc1Cl)Cl)C(=O)[O-:9],3.54
90,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1ccc(c(c1)[OH:11])N(=O)=O,Cc1ccc(c(c1)[O-:11])N(=O)=O,7.25
91,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C(=O)(C(=O)O)[OH:5],C(=O)(C(=O)[O-:5])O,1.27
93,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,Cc1cc(cc(c1Cl)C)[OH:9],Cc1cc(cc(c1Cl)C)[O-:9],9.7
94,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,C1CC(CCC1C(=O)[O-])[NH3+:8],C1CC(CCC1C(=O)[O-])[NH2:8],10.5
96,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C)C(=O)[OH:6],CC(C)C(=O)[O-:6],4.84
97,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc(cc1)CCCCC(=O)[OH:13],c1ccc(cc1)CCCCC(=O)[O-:13],4.56
98,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[N+](C)(C)c1cccc(c1)CC(=O)[OH:14],C[N+](C)(C)c1cccc(c1)CC(=O)[O-:14],3.66
99,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,COc1cc2ccccc2cc1C(=O)[OH:14],COc1cc2ccccc2cc1C(=O)[O-:14],3.8
100,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[C@@](CC(=O)OC)(c1ccccc1)C(=O)[OH:15],C[C@@](CC(=O)OC)(c1ccccc1)C(=O)[O-:15],4.15
101,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CCCCc1ccc(cc1)[C@H](C(=O)[OH:14])O,CCCCc1ccc(cc1)[C@H](C(=O)[O-:14])O,3.58
102,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CCCc1ccc(c(c1)CCC)[OH:13],CCCc1ccc(c(c1)CCC)[O-:13],10.91
103,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[N+](C)(C)c1cccc(c1)CCC(=O)[OH:15],C[N+](C)(C)c1cccc(c1)CCC(=O)[O-:15],4.17
104,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[N+](C)(C)c1ccc(cc1)CCC(=O)[OH:15],C[N+](C)(C)c1ccc(cc1)CCC(=O)[O-:15],4.22
105,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,C[C@@](Cc1ccc(cc1)N(=O)=O)(CC(=O)[OH:19])C(=O)OC,C[C@@](Cc1ccc(cc1)N(=O)=O)(CC(=O)[O-:19])C(=O)OC,4.45
106,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc2c(c1)ccc(c2[OH:17])/N=N/c3nccs3,c1ccc2c(c1)ccc(c2[O-:17])/N=N/c3nccs3,9.1
107,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C)(C)c1ccc(c(c1)C(C)(C)C)[OH:15],CC(C)(C)c1ccc(c(c1)C(C)(C)C)[O-:15],11.72
108,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(C)(C)c1cccc(c1[OH:15])C(C)(C)C,CC(C)(C)c1cccc(c1[O-:15])C(C)(C)C,11.7
109,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc2c(c1)ccc(c2[OH:19])/N=N/c3ccccn3,c1ccc2c(c1)ccc(c2[O-:19])/N=N/c3ccccn3,7.9
110,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,c1ccc(cc1)N(C(=O)c2cc(cc(c2)N(=O)=O)C(F)(F)F)[OH:20],c1ccc(cc1)N(C(=O)c2cc(cc(c2)N(=O)=O)C(F)(F)F)[O-:20],7.85
111,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,-2.83,c1ccc(cc1)N(C(=O)c2ccccc2C(F)(F)F)[OH:17],c1ccc(cc1)N(C(=O)c2ccccc2C(F)(F)F)[O-:17],7.88
112,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1ccc2c(c1)ccc(c2/N=N/c3ccccn3)[OH:19],c1ccc2c(c1)ccc(c2/N=N/c3ccccn3)[O-:19],11.2
113,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC(=O)c1cc(c(c(c1)C(C)(C)C)[OH:18])C(C)(C)C,CC(=O)c1cc(c(c(c1)C(C)(C)C)[O-:18])C(C)(C)C,8.68
114,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,CC1([C@H](N2[C@@H](S1)[C@@H](C2=O)NC(=O)Cc3ccccc3)C(=O)[OH:22])C,CC1([C@H](N2[C@@H](S1)[C@@H](C2=O)NC(=O)Cc3ccccc3)C(=O)[O-:22])C,2.72
115,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1.74,CC(=[NH2+:3])N,[H]/[N:3]=C(/C)\N,12.4
116,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,CCO[Si](C)(C[NH3+:7])OCC,CCO[Si](C)(C[NH2:7])OCC,9.2
117,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,CC(C)(C[NH3+:5])O,CC(C)(C[NH2:5])O,9.25
118,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,CC(C)(CO)[NH3+:5],CC(C)(CO)[NH2:5],9.71
119,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,CC(C)(C)[NH3+:5],CC(C)(C)[NH2:5],10.68
121,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.62,C[Si](C)(C)CCC[NH3+:7],C[Si](C)(C)CCC[NH2:7],10.73
122,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CC(C)[NH+:8](CCCl)CCCl,CC(C)[N:8](CCCl)CCCl,6.98
124,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2.83,c1cc(c(c(c1)N(=O)=O)N(=O)=O)C(=O)[OH:15],c1cc(c(c(c1)N(=O)=O)N(=O)=O)C(=O)[O-:15],1.85
125,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CC(C)[NH+:9](CCO)C(C)C,CC(C)[N:9](CCO)C(C)C,10.08
126,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CC(C)C[NH2+:9]CC(C)C,CC(C)C[NH:9]CC(C)C,10.91
127,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4.58,CC(C)[NH2+:8]C[Si](C)(C)C,CC(C)[NH:8]C[Si](C)(C)C,10.8
129,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.2,CCCC[NH+:13](CCCC)CCCC,CCCC[N:13](CCCC)CCCC,9.93
