file,delta_band_gap (eV),delta_h_corr (Hartree),delta_scf (Hartree),d_calc_pka (pKa),phenol_5_6_7,carbox_acid,benzoic_acid,thiol_thiophenol,aliphatic_alcohol,sec_amine_neg,heteorcyle_phen,alinine,primary_amine,tert_amine,sec_amine_sec_amine_ring,ring,aromatic,charge,hybridization,CBH_1,CBH_2,CBH_3,CBH_4,CBH_5,CBH_6,CBH_7,CBH_8,CBH_9,CBH_10,CBH_11,CBH_12,CBH_13,CBH_14,CBH_15,CBH_16,CBH_17,CBH_18,CBH_19,CBH_20,CBH_21,CBH_22,CBH_23,CBH_24,CBH_25,CBH_26,CBH_27,CBH_28,CBH_29,CBH_30,CBH_31,CBH_32,CBH_33,CBH_34,CBH_35,CBH_36,CBH_37,CBH_38,CBH_39,CBH_40,CBH_41,CBH_42,CBH_43,CBH_44,CBH_45,CBH_46,CBH_47,CBH_48,CBH_49,CBH_50,CBH_51,CBH_52,CBH_53,CBH_54,CBH_55,CBH_56,CBH_57,CBH_58,CBH_59,CBH_60,CBH_61,CBH_62,CBH_63,CBH_64,CBH_65,CBH_66,CBH_67,CBH_68,CBH_69,CBH_70,CBH_71,CBH_72,CBH_73,CBH_74,CBH_75,CBH_76,CBH_77,CBH_78,CBH_79,CBH_80,CBH_81,bond_length (angstrom),delta_e_extent (au),delta_tpsa,exp_pKa (pKa)
583,0.02496,0.014248,-0.4596058,6.84,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.25,0,0,0,0,0,0,0.1667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.18,1.2,5.6
584,0.03874,0.013077,-0.47200283,13.06,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1429,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-8.64,-2.83,9.25
585,0.00311,0.015173,-0.4710579,11.81,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,11.36,1.2,10.85
586,0.0446,0.012917,-0.46874067,11.86,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.97,43.15,-2.83,9.25
587,0.00364,0.014529,-0.46390575,8.29,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1.03,-11.04,1.2,8.94
588,-0.00173,0.015346,-0.46141297,6.75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.1667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,1.03,43.06,1.2,8.94
590,-0.01237,0.012479,-0.44067022,-1.26,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,4.82,-2.83,2.5
592,0.0014,0.012699,-0.46986693,12.45,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.1667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.01,99.43,1.61,10.6
594,-0.0142,0.012986,-0.46537474,10.09,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,21.16,1.61,9
595,-0.00206,0.012902,-0.465953,10.69,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.1667,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.25,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.02,28.89,1.69,9.4
596,-0.01204,0.013024,-0.46637803,10.44,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.2,0.125,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.3333,0,0,0,0,0.1429,0,0,1,0,0,0,0,0,0,0,0,0,1.02,43.71,1.61,9
597,0.01525,0.01296,-0.4667416,10.78,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.2,0,0,0.1667,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,1.02,40.47,1.61,9
598,0.02999,0.01301,-0.4658316,10.45,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0.2,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.3333,0,0,0,0.5,0.125,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-27.69,-2.83,8.75
600,0.03222,0.012634,-0.46280423,9.2,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.3333,0.5,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0.97,10.4,-2.83,8.75
601,0.00135,0.01248,-0.4516001,4.54,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.1,0,0,0,0.3333,0,0,0,0,0.125,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0.3333,0,0,0,0,0,0.0909,0,0,0,0,0,0,0.0769,0.1111,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0,0,0,0.0714,0,0,0,0,0,0,0.5,0,0,0,0,0,1.02,150.4,-2.07,5
603,-0.01607,0.012827,-0.44952327,2.88,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3333,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,2.24,1.25,4.5
605,-0.01033,0.012907,-0.45732626,6.39,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,3,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.02,17.96,-2.07,7.5
607,0.00556,0.013037,-0.45045277,3.03,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-20.26,1.69,4.5
608,0.00373,0.014635,-0.46754572,10.36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1667,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1667,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.03,87.62,4.58,9.9
609,0.04053,0.012756,-0.47220826,13.62,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.97,-4.52,-2.83,10
610,0.00048,0.015095,-0.4660833,9.05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1429,0.25,0,0,0,0.0667,0,0,0,0.3333,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0714,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.03,35.55,4.58,9.53
611,1.00E-05,0.012706,-0.43745914,-2.49,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.1,0.125,0,0,0.3333,0,0,0,0,0,0,0.1,0,0,0,0.1429,0,0,0,0,0,0,0,0.125,0,1,0.1667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0.25,0,0,0,0,0,0,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1.02,140.68,-2.07,4.7
612,-0.00926,0.012811,-0.45852292,7.14,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1.02,-203.77,-2.07,6.29
614,-0.00773,0.014043,-0.45322716,4.14,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,29.37,4.58,8
615,0.00287,0.014223,-0.4609558,7.1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,38.29,4.58,8
616,0.01665,0.013029,-0.46489757,9.8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.2,0,0,0.1667,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2,0,0.125,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,0.32,1.61,8.4
617,0.00384,0.011801,-0.46661803,11.49,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-1.36,1.74,6.3
618,-0.01025,0.012167,-0.4516439,5.51,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.5,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-28.69,-2.07,5.25
619,-0.00117,0.013001,-0.46254438,8.83,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.1111,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.3333,0,0.5,0.1429,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0,0,0,1.02,-37.69,1.25,7.73
620,-0.0102,0.012425,-0.45681503,4.33,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.1,0,0,0,0.3333,0,0,0.0769,0,0.125,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0,0,0,0.0769,0,0,0,0,0,0,0.5,0,0,0,0,0,1.03,-4336.59,-2.07,3.76
622,0.01107,0.014497,-0.46542677,9.47,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.125,0,0,0.1429,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,1,0,0.1429,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,1.03,-33.43,1.2,7.61
623,-0.00075,0.01401,-0.46756142,11.33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0.25,0.5,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.03,443.62,4.58,8.8
624,0.00055,0.014642,-0.46965218,11.27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1429,0.25,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,0,0,0,0.1667,0,0,0.1111,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-220.08,4.58,9.62
625,-0.02992,0.013355,-0.45414472,4.57,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0.1667,0,0,0.2,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,1.02,55.39,1.25,5.3
626,4.00E-05,0.012533,-0.4555775,5.52,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.1429,0,0,0,0,0,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0.1111,0,0,0,0,0.1,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,-249.34,-2.83,5.8
628,0.00909,0.012748,-0.44064677,-0.44,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3333,0,0.25,0,0.5,0,0,0,0.3333,0,0,0,0,0,0.125,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0.97,55.63,-2.83,6.3
629,0.00605,0.01463,-0.46492502,9.09,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1429,0,0,0,0.125,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,51.76,1.2,9
630,0.00695,0.015326,-0.4638979,8.48,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1667,0,0,0,0,0,0,0,0,0,0.125,0.1111,0.5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1.03,249.41,1.2,8.75
631,0.00377,0.015016,-0.4680688,9.86,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1429,0.25,0,0.1111,0,0,0,0,0,0,0.1111,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0833,0,0,0,0,0,0,0.1667,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.2,0,0,0,0,0,0,0,0.0714,0,0,0,0,1.03,18.84,4.58,9.5
632,0.00988,0.014155,-0.4632652,8.56,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.125,0,0,0.1667,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0769,0,0,0.1111,0,0,0,0,0.2,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0.25,0,0,0,0,0,0,0,0.0667,0,0,0,0,1.03,-99.82,4.58,7.18
633,-0.00939,0.012889,-0.4541259,4.91,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.2,0,0,0.5,0,0,0,0,0,0,0.1429,0,0.1111,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0.25,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0833,0,0,0,0,1.02,38.21,1.69,6.2
634,0.00237,0.014378,-0.46756896,10.09,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.1429,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-16.4,1.62,9.13
635,-0.01836,0.013056,-0.45437232,4.51,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.2,0,0,0.5,0,0,0,0,0,0,0.1429,0,0.1111,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.02,-11.67,1.69,6.1
637,0.001,0.012497,-0.45186388,4.15,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.98,-15.2,-2.83,4.2
638,0.00589,0.012146,-0.44775426,2.74,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,3,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.3333,0,0.98,2.89,-2.83,6.52
640,-1.00E-05,0.012485,-0.44928086,2.65,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.0833,0.0909,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.98,-55.53,-2.83,3.1
641,-0.0086,0.014548,-0.45232117,3.35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1667,0.2,0,0.3333,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.3333,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.03,29.02,4.58,6.4
643,-0.00147,0.012819,-0.4429584,-0.17,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.0833,0.0909,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.3333,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.0909,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.1111,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.98,4.53,-2.83,3.1
644,0.03682,0.012974,-0.46527448,10.09,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0.2,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.3333,0,0,0,0.5,0.125,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-94.67,-2.83,8.35
645,-0.00094,0.015239,-0.4739969,12.38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.2,0,0,0.1429,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.1429,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-248.38,1.2,10.2
646,0.02928,0.012757,-0.4641187,9.74,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.3333,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0.97,6.47,-2.83,8.35
647,0.00272,0.014862,-0.46901518,10.58,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-185.69,1.2,9.4
