file,delta_band_gap (eV),delta_h_corr (Hartree),delta_scf (Hartree),d_calc_pka (pKa),phenol_5_6_7,carbox_acid,benzoic_acid,thiol_thiophenol,aliphatic_alcohol,sec_amine_neg,heteorcyle_phen,alinine,primary_amine,tert_amine,sec_amine_sec_amine_ring,ring,aromatic,charge,hybridization,CBH_1,CBH_2,CBH_3,CBH_4,CBH_5,CBH_6,CBH_7,CBH_8,CBH_9,CBH_10,CBH_11,CBH_12,CBH_13,CBH_14,CBH_15,CBH_16,CBH_17,CBH_18,CBH_19,CBH_20,CBH_21,CBH_22,CBH_23,CBH_24,CBH_25,CBH_26,CBH_27,CBH_28,CBH_29,CBH_30,CBH_31,CBH_32,CBH_33,CBH_34,CBH_35,CBH_36,CBH_37,CBH_38,CBH_39,CBH_40,CBH_41,CBH_42,CBH_43,CBH_44,CBH_45,CBH_46,CBH_47,CBH_48,CBH_49,CBH_50,CBH_51,CBH_52,CBH_53,CBH_54,CBH_55,CBH_56,CBH_57,CBH_58,CBH_59,CBH_60,CBH_61,CBH_62,CBH_63,CBH_64,CBH_65,CBH_66,CBH_67,CBH_68,CBH_69,CBH_70,CBH_71,CBH_72,CBH_73,CBH_74,CBH_75,CBH_76,CBH_77,CBH_78,CBH_79,CBH_80,CBH_81,bond_length (angstrom),delta_e_extent (au),delta_tpsa,exp_pKa (pKa)
1,0.04704,0.009685,-0.45299318,6.47,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,-9.37,38.8,5.33
2,0.06798,0.009987,-0.4656218,12.17,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,0,0.1429,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,3.52,38.8,9.35
3,0.08176,0.013507,-0.48480222,19.08,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-9.35,-2.83,13.11
4,0.07612,0.013042,-0.4892479,21.42,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-7.48,-2.83,14.2
5,0.07553,0.009684,-0.4664763,12.61,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,-17.92,38.8,7.9
6,0.03808,0.012674,-0.46778888,11.42,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-4.95,-2.83,9.71
7,0.04722,0.009804,-0.45505464,7.08,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,0.3333,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,-12.49,38.8,5.78
8,0.04274,0.009593,-0.4580959,9.15,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.34,-12.96,38.8,6.39
10,0.04514,0.00958,-0.4561608,8,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.34,-19.43,38.8,6.02
11,0.03849,0.012718,-0.47159767,13.24,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-11.01,-2.83,10.34
12,0.04013,0.013391,-0.49029192,21.56,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,0.3333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-7.49,-2.83,15.52
13,0.00864,0.012411,-0.44912568,2.84,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.1667,1,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1667,0,0,0.1429,0,0,0.2,0.1667,0,0,0.5,0,0,0,0,0,1.03,-132.18,-2.07,5.2
14,0.03488,0.012572,-0.44462708,1.05,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,3,0.3333,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.3333,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-6.78,-2.07,3.3
15,0.001,0.014929,-0.4619951,6.31,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1667,0.3333,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.0769,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0.0667,0,0,0.125,0,0,0,0.2,1,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0.0714,0.0714,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.1,0,0,0,0,0,1.03,-139.07,1.2,6.41
16,0.00354,0.014892,-0.45838284,5.93,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1429,0,0,0.3333,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,87.23,1.2,8.07
17,0.00201,0.014906,-0.4607657,7.26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.25,0.125,0,0.3333,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1667,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0.1111,0.1429,0,0,0,0,0,0,0,0,0,0.5,0,0,1.03,-19.56,1.2,6.7
18,0.00256,0.012286,-0.44679153,2.01,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.1667,0.3333,0,0.0833,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0.1,0.0909,0,0,0,0,0,0,0,0.0769,0,0,0,0,0,0,0,0,0.0714,0,0,0,0.2,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0.1111,0,0,0.98,-29.96,-2.83,2.9
20,0.00244,0.014826,-0.46758068,10.34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.1429,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,1,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,13.93,1.2,9.45
21,-8.00E-05,0.01418,-0.4607104,6.94,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.125,0,0,0.3333,0,0,0,0,0,0.1667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-100.7,1.62,7.59
22,0.01509,0.014469,-0.46212938,7.71,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1429,0,0,0.1667,0,0,0,0,0,0,0,0.1111,0.125,0,0,0,1.03,-56.96,1.2,7.5
23,-0.00188,0.015584,-0.45711878,5.66,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.1667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.125,0,0,0,0,0,0,0,0.3333,0.25,0,0,0,1.03,278.49,1.2,8.3
24,0.01055,0.014257,-0.44926527,2.32,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.3333,0.3333,0,0.0909,0,0,0,0,0,0.125,0,0.3333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-24.67,1.2,6.81
25,0.02481,0.012883,-0.44477853,0.44,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,1.66,1.25,2.51
26,0.00149,0.014321,-0.46412438,8.51,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.1,0.3333,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.25,0,0,0,0,0,0,0,0.125,0,0,0,0,1.03,232.92,1.62,8.6
28,-0.00069,0.014544,-0.45373312,4.27,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.25,0.125,0,0.3333,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1667,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0.1429,0,0,0,0,0,0,0,0,0,0.5,0,0,1.03,-68.92,1.2,5.6
29,0.00331,0.01239,-0.44604722,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.1667,0.3333,0,0.0833,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0.1,0.0909,0,0,0,0,0,0,0,0.0769,0,0,0,0,0,0,0,0,0.0714,0,0,0,0.2,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0.1111,0,0,0.98,78.06,-2.83,3.1
30,-0.00126,0.014612,-0.4670355,9.89,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.1429,1,0,0,0.25,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.125,0,0,0.1429,0,0,0,0,0.3333,0,0,0,0,1.03,-82.94,1.2,8.8
31,0.00909,0.013138,-0.46505782,9.72,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.2,0,0,0.1667,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,1.02,46.53,1.61,8.15
32,-0.01789,0.012386,-0.44479558,1.01,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,16.71,-2.83,2.41
33,0.00529,0.013052,-0.45124176,3.27,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.25,0,0,0,0.3333,0,0,0,0,0,0,0,0.1667,0.3333,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.1667,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1429,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,53.85,-2.07,3.3
34,0.00473,0.012978,-0.4545718,5.27,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.25,0,0,0,0.3333,0,0,0,0,0,0,0,0.25,0.3333,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.25,0,0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,52.8,-2.07,4.6
35,0.00063,0.012591,-0.4623828,9.76,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0.1667,0,0.25,0,0.125,0,0.3333,0,0,0,0,0,0,0,0.25,0.3333,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0.1429,0,0.1429,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.25,0,0,0.2,0.5,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-191.3,-2.07,5
36,-0.0054,0.013017,-0.44853553,2.35,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.2,0,0,0,0,0,0,0,0,0.0625,0.05,0,0.1,0,0,0,0,0.0769,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556,0.1111,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.0909,0,0,0,0,0.0588,0,0,0,0,0,0,0,0,0,0.0714,0,0,1.02,-85.77,1.69,3.6
37,0.00962,0.015075,-0.4638695,8.21,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1429,0,0,0,0,0,0,0.1111,0,0.25,0.125,0,0.25,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0.2,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.125,0,0,0,0.2,0,0.1429,0,0,0,0,0,0,0,0.5,0,0,1.03,-230.59,1.2,8.1
38,-0.01855,0.012893,-0.44828832,2.48,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0.3333,0,0.1,0.0714,0,0.25,0,0,0,0,0.1429,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0.3333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0,0,0,0.0909,0,1,0,0,0,0,0,0,0,0.125,0,0,1.02,337.43,-2.07,3.3
39,-0.0033,0.014511,-0.461641,7.18,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1429,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0.0833,0,0,0,0,0,0,0,0,0.125,0,0,0,0.3333,1,0,0.25,0.1667,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.1111,0,0.1111,0,0,0,0,0,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0,1.03,93.84,1.2,8.26
40,4.00E-05,0.014811,-0.46911344,10.76,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.125,0,0.0667,0,0,0,0,0,0,0,0,0.0909,0,0,0,0.1667,1,0,0.1429,0.1111,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0.0833,0,0.0833,0,0,0,0,0,0.1429,0,0,0.125,0,0,0,0,0,0,0,0,0,1.03,-3.83,1.2,8.26
41,-0.00528,0.012858,-0.46854144,12.18,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.3333,0.1429,0,0.5,0.2,0,0,0,0,0,0,0.125,0,0,0,0.1667,0,0,0,0,0,0,0,0.1667,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1.02,82.48,1.69,10.5
43,-0.00114,0.012908,-0.46149454,8.52,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,-0.86,1.25,7.8
44,0.01023,0.012235,-0.45891672,7.66,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,-0.22,1.25,7.2
45,0.01151,0.012509,-0.46108848,8.87,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,-0.44,1.61,7.6
46,0.00092,0.014354,-0.4665367,10.03,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,23.21,1.62,8.5
47,0.04238,0.012804,-0.46433744,9.8,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.3333,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0.1429,0,0,0.97,6.24,-2.83,10.4
48,0.03551,0.012615,-0.4612293,8.69,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.3333,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1667,0,0,0.97,21.31,-2.83,10.4
49,-0.03442,0.013528,-0.44984064,2.05,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,1,0,0,0,0,0,0,0,0,0,1.02,36.82,1.25,4.3
50,-0.01281,0.012881,-0.4642885,9.88,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.25,0,0,0,0.3333,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,1.02,10.77,1.61,9.13
51,0.00258,0.012387,-0.44250673,0.57,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0.1,0,0.1429,0.1667,0,0,0,0,0.1,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.125,0,0,0.3333,0,0,0,0,0,0,0,0,0.2,0.1111,0,0,0.125,0,0,0.5,1,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0.1111,0.1,0,0,0,0,1.02,117.02,1.25,3.4
52,0.00677,0.012515,-0.45443234,5.71,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.125,0.1429,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0.1667,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0.5,0,0,0,0,0,0,0.3333,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1.02,129.21,1.69,7
53,-0.00313,0.014733,-0.4637939,8.62,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,1,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,22.34,1.2,8.92
54,0.0102,0.01424,-0.46455687,9.87,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.125,0,0,0.125,0,0,0,0,0,0,0.1667,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0.25,0,0.1429,0.1429,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.0769,0,0,0,0,1.03,3.31,4.58,8.7
55,-0.02242,0.012899,-0.4586645,7.13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,-1.84,1.25,7.2
56,-0.00175,0.014806,-0.46917608,10.86,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.1429,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,1,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,4.59,1.2,9.29
